key,value,label,emerlabel,version,sent1,num
topic0,3.700409,cellular data; full screen; older device,0,11.25,1: <digit> or something like that and i cannot get io_8 because my kind_of phone do not have that so now i'm unable to download it anymore and that kinda_piss_me off bc i literally use youtube everyday now it won't_let_me download it anymore;<br>2: <digit> io can and people under can't change it please;<br>3: my iphone_4 be io_7 not io_8 ok i need you change it back to io_7 ok;<br>,11
topic0,2.448892,cellular data; ipad mini; search bar,0,11.28,1: i be just so annoy i change my name over a year_ago with my youtube account and it swing change to recently if it mean a like <digit> day be to recently than you people be crazy i need to change my name okay fix this or i will delete it forever;<br>2: my phone be restrict to where i cant use apps rat age <digit> and use to youtube wasn't rat that high and i could use it;<br>3: change back how you use to edit your channel;<br>,12
topic0,2.857715,virtual reality; ten second; full screen,0,11.3,1: i can't even get the game anymore because it need a phone that <digit>;<br>2: this new update have cause my phone to exit_out of youtube and lock my phone out on me every <digit> minute of the vid;<br>3: <digit> as i can no_longer use this app anymore;<br>,13
topic0,1.943509,bring back; web browser; internet browser,0,11.32,1: i can't get a new phone just to use this app;<br>2: be infuriate because the phone i'm use have no space for io_8 and if i update it bind to break something;<br>3: i've use the same apps for month and the problem just start occur please_fix;<br>,14
topic0,1.411262,sub box; comment section; multiple device,0,11.33,1: but with this update it actually get me to take the time to write this;<br>2: youtube rule be get stricter and i be rat it <digit> cause in a few_year youtube go down the drain unless they take out some rule some youtubers be lose money so yea;<br>3: and censorship of the news because so many people get their news off youtube;<br>,15
topic0,2.080256,black screen; internet connection; description box,0,11.34,1: the video doesn't load a try in everything my_mom phone my dad phone and mine it not my internet_connection because i try it in my friend house;<br>2: video take to long to load or they won't_load at_all;<br>3: while use the youtube app in my tablet everything be alright as_well as my phone but now in my ipod somehow it say a error load in the suggestion playlist and comment_section while play certain video;<br>,16
topic0,4.581395,multiple time; sub box; several time,0,11.35,1: when you try to click on a channel in you subscribe box it doesn't work so you have to do it <digit> time till it work then when you want to go to another channel you have to click on it youtube mess_up big;<br>2: i go to my subscription and i have to click on the channel_name <digit> time before it show me the channel upload;<br>3: i have to click on a channel on my subscription list at_least <digit> time to get it to respond;<br>,17
topic0,2.60905,full screen; apple product; amazon fire stick,0,11.38,1: the icon that say if you be sure you want to clear your history go and turn vertical even_though you have your device vertical and when it do that i annoy me and also i cant subsribe to anychannelsnow;<br>2: they should let everyone download youtube even think my phone can't get <digit>;<br>3: i try delete the app <digit> time today;<br>,18
topic0,2.00781,search bar; 700 dollar; pitch black,0,11.39,1: so whatever i try to upload stuff youtube crash on me and if i go on it say error upload i try retry but it still didn't work;<br>2: this be a big issue one day i be on the youtube app and i leave for a minute and come back and when i be try to get out the app it wouldn't_let_me it lock me in my father try to let the ipad die but it wouldn't then it would go off screen like i close the ipad but video would just keep go and go and it won't stop that when my parent say that we would have to give it back to the school and let them fix it the best thing be because i never break my ipad the say it be a free fix but next time this happen we would have to pay <digit> for it and i be very angry about it so i hope you_guy fix this immediately that way it won't happen to other people again but i still use this app so please_fix this;<br>3: 2g and they can barely get anything and if apple read this at_least let all the phone i name <digit> more software update;<br>,19
topic0,2.52301,internet connection; say playback error; pause button,0,11.41,1: i don't_know what be happen but lately when i go into youtube and try to watch a video it dose not start it load the video but it dose not start and i can click on other video or even ad but they don't play it like it on pause but it not and i put play it be not even load and it not my wifi because i can use other_apps with wifi download thing and like i say the video load they just don't play it not my device either it have happen when i use other device and the one that i have right_now be barely like 2_week old i don't_know what go on but please_fix this it really annoy that i can't watch any video;<br>2: every_time i try to watch a video it come up with the vid but doesn't actually play it;<br>3: when ever i try to watch a video it load then say error;<br>,20
topic0,2.940267,major issue; high quality; take forever,0,11.43,1: i go on a video and it play the add but when it get to the actual video it buffer and i can never watch a video;<br>2: most of the video i want to watch just keep on load but never play;<br>3: i want to watch my video but it take year to load and i hate wait so long for nothing because then after the video start play it kick_me_out of he app;<br>,21
topic0,2.175439,nothing happen; long time; wont load,0,11.45,1: when i want to watch a video it load but won't play;<br>2: whenever i won't to watch a video it will load the thumbnail but then won't play;<br>3: my youtube video i want to watch will load up but not actually play no_matter_what i do;<br>,22
topic0,3.27668,full screen; side bar; full screen mode,0,11.47,1: every_time i try to open the app and want to watch a video the video doesn't even play;<br>2: it won't even play the video i want to watch or listen to;<br>3: when i try to play a video it load then it doesn't play at_all;<br>,23
topic0,3.236243,real pain; full screen; huge fan,0,11.47.1,1: i can still go to people channel and add to watch_later and can see new video be upload but when i pull a video up to watch it won't_load;<br>2: i can not see the channel im subscribe to or see the new video they upload;<br>3: but not see the video from the channel i subscribe to be a real_pain to deal_with;<br>,24
topic0,2.009368,keep track; sound quality; search result,0,11.49,1: just because i watch one video from somebody channel doesn't mean i'm go to want to watch their entire repertoire;<br>2: please stop recommend video that i don't want to watch;<br>3: i don't want them on my channel at_all so make it to where they can't watch my video too;<br>,25
topic0,2.222864,ten second skip; user interface; scrub bar,0,12.03,1: another thing be that i hate how the video bar thing at the bottom because of how it all the way lay on the button and the time be above it and it make it look weird and i think it be a glitch;<br>2: i love youtube but this update be awful sorry youtube but you need to fix this i because i think that you will get more bad_review;<br>3: please stop add useless new feature and start fix the one that need to be fix;<br>,26
topic0,3.328626,gray screen; grey screen; wrong tap,human input; copyright system; make sense,12.04,1: every_time i try to play anything be say something go_wrong;<br>2: i can't view anything but the gray_screen say something go_wrong repeatedly;<br>3: sometimes when i try to watch a video it just say something go_wrong;<br>,27
topic0,2.700615,home screen; mobile device; ipad mini,0,12.05,1: each time i click one to watch the ad have trouble load then doesn't allow the video to play;<br>2: the app doesn't crash but when i click i video to watch it do not play at_all;<br>3: i like the app but sometimes when i go to watch a video it won't even start it and it say it play;<br>,28
topic0,2.042172,home screen; weird noise; internet connection,0,12.06,1: every_time i go to watch a video;<br>2: every_time i want to watch a video;<br>3: the video i want to watch crash;<br>,29
topic0,3.063294,high quality; comment section; chrome cast,0,12.07,1: comment usually never open up and video crash all the time;<br>2: which mean every_time i play a high_quality video it look like it be make in <digit>;<br>3: when i open a video tell_me something go_wrong tap to retry why be that no video be open please_fix ive download it a <digit> time same error please_fix;<br>,30
topic0,2.811985,blue dot; red dot; age gate,0,12.09,1: the blue_dot that show up beside the channel with new content in the subscription menu be go;<br>2: watch a video to a youtube playlist for a few_day and i'm still not sure what i be a great way of the day before i get a follow back on my way home from work to be the first half of the day before i get a follow back on my way home from work to be the first half of the first half be the best of the first half of the first_place for a few_year back in my head and the other hand be the first half of the day i get to the day i get my nail be you do the most beautiful girl i love it and it be the best of the first half of the day before the end of the first half of the first_place for the day before i go_back and i don't think that i have a great way of life and the other hand be the only thing that would make it a lot_of the day i will never get a new phone case you want me too i guess_i'll be the best thing to say i have a great way of life and the first half of the first half be the best thing to say i have to go bye;<br>3: when i go to my subscription it use to show video that be recently release;<br>,31
topic0,1.742846,little blue dot; social medium; split second,0,12.1,1: i dont_know why people be say that it crash and stuff about their update on their phone but what i can say be that this be great app and i use it every_day if you think for one minute that it doesnt work because of a phone update ur poor and should go buy a new phon;<br>2: but youtube use to be my all time favorite app before this crash and update;<br>3: u do it yt ive be go on safari all the time but now i shall stop;<br>,32
topic0,2.786174,comment section; home screen; bring back,0,12.11,1: i use it everyday and it help a lot but this have happen <digit> time today please if this be read by anyone_who can help with this please do so but other_than that glitch i think it awesome and very_useful no_matter_what;<br>2: even open comment sometimes crash it;<br>3: i use my ipad in landscape all the time but then i go to look_at the comment for my video and i cannot see them;<br>,33
topic1,2.710489,user interface; split view; web browser,0,11.07,1: but right_now the lack of multitasking have actually make it a better experience to use youtube in safari;<br>2: i have to pay you for this feature when a lot_of others do picture in picture free but then try to use it make the app go unresponsive;<br>3: the update make use the app annoy everything be change;<br>,1
topic1,3.337551,split view; split screen; quick action,split screen; quick action; big company,11.1,1: add split_view and slide_over but no picture in picture;<br>2: well i have add a star because they have add slide_over and split_view;<br>3: add support for split_screen and 1440p;<br>,2
topic1,2.083528,split screen; quick action; multi task,0,11.11,1: a break crappy phone which make them not be able to use the app properly;<br>2: make phone run hot and use battery;<br>3: support for ipad multitasking feature picture in picture f;<br>,3
topic1,2.337519,profile pic; quick action; camera roll,0,11.13,1: a nice feature you devs could add in a future update be the ability to use your app;<br>2: support for ipad multitasking feature picture in picture f;<br>3: support for ipad multitasking feature picture in picture f;<br>,4
topic1,7.790936,mobile device; home page; search history,auto play; reason behind; gmail account,11.15,1: you have to scroll_down to see other video you may want to watch;<br>2: it harder to navigate to a video that i want to watch;<br>3: if i want to watch one video and look_at the comment_section afterwards then let_me do that please instead_of rush me to watch the next video that i don't even want to watch;<br>,5
topic1,4.678909,subscription fee; subscription box; home screen,0,11.17,1: every video on my subscribe list now have the grey_out watch overlay whether i've see the video or not;<br>2: every <digit> video or so show up as watch when i've never watch it and it not even in my history;<br>3: for_some_reason every video be show as watch although i have watch any of them;<br>,6
topic1,2.766545,normal size; watch vids; donald trump,normal size; giant thumbnail; home button,11.18,1: so plz_fix it and than i will make a good review it be 2_year and it be worse i hate it say bug fix in the update but it be worse;<br>2: they really need to fix that now;<br>3: why can't they go by the phrase don't fix something that not break well now that it break they need to fix it;<br>,7
topic1,2.098978,full size; fyi uncheck; numerous attempt,0,11.19,1: i think that should be public again it a great way to see and find new youtube video;<br>2: what be you think when you come up with this new way look to browse the video;<br>3: i love this ad but it have to many_ad the video keep buffer and the image aren't at full_size on my phone i spend lot_of time on this app but youtube need to fix better problem instead_of cardboard or better graphic;<br>,8
topic1,2.133743,home page; real name; absolute trash,0,11.21,1: i do not want this feature and be disappoint that i be unable to find a way to disable it in my youtube setting;<br>2: hello i be scroll_through some apps then i find sub4sub i download it to investigate the app then i find that people be cheat for subscriber and it make me mad that people be cheat for subscriber i think people should earn subscriber fare and square i think you should ban people that use it so bye;<br>3: so that way everybody can use your apps;<br>,9
topic1,1.474269,content creator; keep track; parental control,0,11.23,1: i have be use the update version of youtube for <digit> <digit> month now;<br>2: i just hit <digit> subscriber yesterday ok and i look_at it today and it go down to <digit> but it happen to all youtubers the app be delete inactive subscriber i think that the problem but i'm not sure i just know that some of my_favorite you_tuber be lose sub by like <digit>;<br>3: <digit> or higher to use;<br>,10
topic1,1.731271,offline mode; dark color; ipads iphones,0,11.25,1: <digit> youtube have do a great job but all these ad make it worse;<br>2: you_guy seriously need to make a version specifically for io_7;<br>3: they make the app <digit> to keep kid away;<br>,11
topic1,2.029206,whoever decide; ten minute; different category,0,11.28,1: you should make it to where at_least people with the iphone version stick at <digit>;<br>2: please make youtube update compatible_with <digit>;<br>3: <digit> thing make me hate this app;<br>,12
topic1,7.480362,full screen mode; volume button; full screen,volume bar; full screen mode; volume button,11.3,1: the add to playlist button and share button will stay on the screen in fullscreen on mobile;<br>2: the add to playlist and share button stay on the screen;<br>3: and the share and add to playlist button stay on the screen unless i manually tap twice to remove them;<br>,13
topic1,1.852941,accidental click; close caption; volume button,0,11.32,1: and also add a back button and or a history tab do it like safari on io handle such thing it would be great and make accidental_click less annoy;<br>2: but one thing that need to be add in_order for me to change this review to 5_star;<br>3: the only thing i don't like be when you make a comment and notice their be a typo or phone auto_correct that you didn't want you can't edit the comment to fix it;<br>,14
topic1,1.499337,live stream; cast button; night mode,0,11.33,1: if you try to watch a video that be previously live_stream it jump all the way to the end of the stream so you have to rewind all the way back and then you can't fast_forward at_all;<br>2: i love the youtube app but can you please remove the cast_button because sometimes i accidentally connect my phone to the xbox downstairs and it really embarrass for everyone to see what you're watch on the big screen;<br>3: the picture be way to blurry;<br>,15
topic1,3.825246,comment section; revert back; y'all gotta,0,11.34,1: please change the comment_section back to the way it be;<br>2: please change the comment_section back to the way it be before;<br>3: but it'd be nice if the comment_section could be change back to the way it be before;<br>,16
topic1,6.153285,comment section; nothing wrong; money hungry,0,11.35,1: you make the comment_section very annoy and hard to use;<br>2: but do you think you can make youtube the way it use to be;<br>3: please change the comment_section back it be horrible and frustrate to use;<br>,17
topic1,2.065258,take forever; grey bar; sub box,0,11.38,1: first of all please_fix the buffer please it annoy when i can't even watch a video it doesn't load and same for the advertisement they don't load they just load and sit there when i try to press play it crash the app sometimes please_fix it youtube and onces you're do don't do anything_else cause you'll_probably break it again;<br>2: i'll click a video to watch and either the ad will never play or the ad will play but then the video won't play or load at_all;<br>3: when you click on a video i just doesn't load or play;<br>,18
topic1,2.931274,mobile website; black screen; mobile device,0,11.39,1: when i click on a video to watch it load but doesn't play;<br>2: i can't even watch a video it just a still frame and the video never start to play;<br>3: every_time i go to watch a video it load but never play i've try with both wifi and 4g still doesn't work please_fix this as it be worldly perfectly a view day_ago;<br>,19
topic1,1.957155,full bar; internet connection; screen rotation,0,11.41,1: app doesn't f_king work half the time when i try to watch a video it doesn't even play fix your sh_tty app google;<br>2: there a bug we're video won't play on my phone but they play on my ipod and i try to redo load it but that doesn't work;<br>3: i can't even play a video i click on one and it doesn't play it bring me to the video but it just doesn't play;<br>,20
topic1,6.601315,channel art; channel name; home screen,subscription tab; double tap; twelve hour,11.43,1: when i go to go change my backround it say fail to change backround art so can u_guy please_fix it;<br>2: it not let_me change my channel_art this be so annoy please_fix this;<br>3: i be incapable_of change my channel_art please_fix this;<br>,21
topic1,4.044726,channel art; profile picture; profile pic,0,11.45,1: i get a new phone and go to log_into my account but keep say a problem have occur and not tell_me what;<br>2: i want to change it but it just say fail to update channel_art;<br>3: i've be wait long past that limit and all it say be change to recently;<br>,22
topic1,1.566869,progress bar; screen orientation; whomever design,0,11.47,1: i would give that last star but you need to fix the change to recently thing it so annoy so please_fix it;<br>2: no_matter_how long i wate it won't_let_me change my name it so annoy plz_fix;<br>3: it so annoy have to quit the app and go_back in everyday please_fix it;<br>,23
topic1,8.320968,subscription tab; subscription box; sub box,sub tab; search box; exit full screen,11.47.1,1: whenever i go to watch a video;<br>2: whenever i go to watch a video;<br>3: whenever i go to my subscription it say error load tap to retry but at the same time i can watch video from trend;<br>,24
topic1,3.604715,long time; something wrong; past week,0,11.49,1: when i want to watch a video it tell_me sorry can't load or some kind_of an_error please_fix this issue;<br>2: please_fix it asap as i want to watch video from my phone;<br>3: my app open just fine but when click on a video no_matter_where i be or how i'm connect i cannot watch anything please_fix this update;<br>,25
topic1,2.241833,mobile device; mobile website; control panel,0,12.03,1: some of which that be unskippable which i really hate the most and others that be always irrelevant to the video i'm about to watch;<br>2: when i go to watch a video on you_tube the video freeze up and do not load or play the video that i want to watch i be able to do this before the io_10 update but since then i have not be able to watch any video at_all;<br>3: but i haven't be able to watch any video for almost a week;<br>,26
topic1,1.267978,static noise; weird buzz noise; weird noise,static noise; weird buzz noise; weird noise,12.04,1: and i can never get use to it;<br>2: other_than that i have never have any problem with the app and would recommend get it if you don't have it already;<br>3: why do i keep get so many_ad and why can't i make them stop;<br>,27
topic1,2.090861,revert back; subscription tab; whomever design,0,12.05,1: please_fix this issue as_soon_as you can;<br>2: please_fix this caue my ipad be have the samw issue too;<br>3: please_fix the issue where you can't see who you have subscribe to on the app;<br>,28
topic1,1.339166,bigger screen; past month; scare pewdiepie,0,12.06,1: i be about to watch a vid then it say i sign outta my account and obviously i didn't so i go to go_back on my account and it not there so i cant comment sub see what i watch or anything and i don't remember my password cuz i get this <digit> year_ago;<br>2: i'm fine with have to watch commercial but i get the same <digit> over and over;<br>3: start make update that be compatible_with io because this happen at_least every <digit> <digit> update;<br>,29
topic1,2.003108,wont load; web browser; holy crap,0,12.07,1: every video i watch it have like <digit> or <digit> ad;<br>2: i still get an ad in the middle when i'm watch a 3_minute video;<br>3: i watch an ad and then the video fail to start;<br>,30
topic1,3.643018,restrict mode; full screen; ipad mini,0,12.09,1: so i be go to watch a video and then i get an ad;<br>2: why the heck do you put <digit> and 30_second advertisement without any 5_second skip button at every_single f_cking video that i try to watch;<br>3: why the heck do you put <digit> and 30_second advertisement without any 5_second skip button at every_single f_cking video that i try to watch;<br>,31
topic1,2.160634,internet connection; skip forward; scroll bar,0,12.1,1: even when i'm not offline and can watch youtube just fine on browser or use any other service that require an internet_connection;<br>2: this app use to be great but now i can't even watch video anymore because when i press on a video it say an_error happen tap to refresh or something like that;<br>3: i use to go on youtube all the time and know i can't even open a video;<br>,32
topic1,2.4897,multiple time; doesn't matter; home screen,0,12.11,1: this app be great but it get annoy when i want to watch a video and there be a an ad and it say the video will play after this ad and you have to click another video and it even longer ad the app be awesome back then but since the upgrade it get so annoy please just don't put a lot_of ad on every_single video;<br>2: i can't even watch the end of the video or get_rid_of the suggest one and it get on my nerve because so many thing pop_up and block me from even see the video;<br>3: if i accidentally_click on one of them i have to watch a 30_second_unskippable_ad just go_back to the original video to watch another ad then scroll_through to get where i be;<br>,33
topic2,3.096966,playback error; full screen; weird glitch,cellular data; mobile website; full screen,11.07,1: haven't be able to watch video since this latest_update;<br>2: haven't be able to watch a single video in it entirety since the last_update;<br>3: every video i want to watch;<br>,1
topic2,1.386265,older iphones; performance improvement; battery drain,battery drain; battery life; force quit,11.1,1: dear youtube please release a fix for overheat issue on older_iphones and the battery_drain just too ridiculous;<br>2: make phone run hot and use battery;<br>,2
topic2,2.67008,performance improvement; low resolution; playback error,0,11.11,1: we need an update to fix these problem please;<br>2: can you please_fix or tell_me how to fix this;<br>3: i really like this app but it won't update for som reason please_fix this or tell_me how to fix thi;<br>,3
topic2,2.214778,live stream; performance improvement; playback error,0,11.13,1: fix the battery suck problem;<br>2: or how to fix this problem;<br>3: and still the problem have not be fix;<br>,4
topic2,1.197112,wifi connection; multiple account; minor bug,0,11.15,1: youtube really need to fix this problem for the iphones because it work on ipads just fine;<br>2: fix the bug on iphone_4 there very annoy i don't have a brand_new phone and this thang be a piece_of junk fix bug;<br>3: i'm not sure why you_guy bother to update with bug fix when the same old bug be still there;<br>,5
topic2,2.24251,comment section; switch account; home screen,0,11.17,1: i do hope this bug will be fix soon;<br>2: well the thing be youtube be a very good app and everything but this update it say it fix some bug that i never have i instal the update and now i have all of the fix bug like;<br>3: so youtube better do your f_ing job by fix this bug and once you fix this bug i'll change my review to a 5_star_rat instead_of a 1_star_rat;<br>,6
topic2,2.198175,playback error; giant thumbnail; tad annoy,0,11.18,1: just fricking listen to the review and maybe well have a great app but nope you just never fix the bug;<br>2: i be experience that when i'm on youtube i have be experience horrible quality and in the setting i put 1080p idk_why it won't clear up or even load at a better quality please_fix this because i be on youtube for year and i never have any issue since now please_fix this issue and when i close the application it get slow and even buggier idk_what happen but these_issue need to be resolve immediately;<br>3: now i understand_why on the update description there never any specific but some vague generic performance_enhancement and bug fix;<br>,7
topic2,2.230185,take forever; major bug; full size,0,11.19,1: safari work just fine my home network be good i use it on my mac and pc and never have a problem please_fix this bug soon;<br>2: all the bug and issue in previous review from <digit> and year before have be fix and the app be better_than ever;<br>3: google need to fix their apps problem before add new feature;<br>,8
topic2,2.328673,search bar; visuals restart; battery drain,0,11.21,1: please_fix this bug on the app and the website bc it honestly frustrate me;<br>2: please_fix as it be start to really bug me;<br>3: when i try to change it keep say name change to recently and it will even do that after it be a month so please_fix this problem and until you fix it i'm give you a one_star_rat;<br>,9
topic2,1.968513,higher rat; stability improvement; home page,0,11.23,1: the bug have be fix the problem i state be no_longer happen;<br>2: please_fix the problem the app close when you play one video fix please;<br>3: may need to fix a bug;<br>,10
topic2,2.204936,ipad mini; enjoyable experience; home screen,0,11.25,1: but lately i'm not able to change my name for my youtube name and i'm not sure if people have the same problem but it really annoy and i hope someone can fix it;<br>2: this problem must be fix because it get me frustrate and angry to reload the app just for it to crash again;<br>3: i really hope you fix these problem;<br>,11
topic2,2.220644,auto play; dislike button; major bug,0,11.28,1: please_fix cause in_order to make the catch_up or fix problem have to close out app and restart it and have to find the video i be watch all over_again;<br>2: please send a bug fix for that problem;<br>3: i think you fix the problem with the auto_play because now it doesn't even show the button anymore;<br>,12
topic2,2.332114,description box; comment section; major issue,0,11.3,1: i hope that you_guy can help fix this bug;<br>2: please_fix all the mistake and bug in less_than a week;<br>3: although you_guy should fix the many bug in it;<br>,13
topic2,3.355713,vanoss game; comment section; audio continue,0,11.32,1: can you please_fix a bug that i and some others may have;<br>2: as a consumer i highly_recommend that u fix the bug in your system;<br>3: they fix the grey_out bug and many others;<br>,14
topic2,1.498485,multiple device; shuffle button; ipad pro,0,11.33,1: a confuse and worse layout have be make rather_than fix app ruin bug;<br>2: nothing in setting about it and i'm sign in to my gmail so i don't_know if that make a difference;<br>3: if this issue be fix however this will be a near_perfect app for everyone;<br>,15
topic2,2.248636,big mistake; curse word; cash cow,0,11.34,1: youtube be terrible now and it because of the recent_update to the term and service and it be affect a lot_of people life the youtubers that make us happy through tough time be get shut_down because of this big_mistake you_guy have make plz_fix;<br>2: please just fix your stupid term and condition and tell the sensitive butthurt people to use youtube kid instead;<br>3: fix your term of service;<br>,16
topic2,7.107566,take forever; spin circle; major issue,live stream; money hungry; blair witch,11.35,1: but the video doesn't even load and play ugh;<br>2: i try to watch a video it load then it doesn't play i've restart multiple_time but nothing;<br>3: it start out about a week_ago where around <digit> <digit> of the video i click on just won't play instead it just stay on a black_screen with the load circle but will not play no_matter_how long i wait;<br>,17
topic2,2.878022,serious issue; ipad mini; black screen,0,11.38,1: i have serious_issue with buffer like i've see on many other review as of late but currently i'll get the first_frame of a video up or an ad but then it will not play or show any sign of buffer at_all;<br>2: <digit> ad in the middle_of a 20_minute video <digit>;<br>3: ever_since the second to last_update about <digit> <digit> of the video i watch won't_load the ad work just fine though it doesn't make since the connection problem not on my end i've check and the video that decide to go through go through perfectly someone need to fix this and fast cause i'm just about do;<br>,18
topic2,1.96412,long time; last night; mobile website,0,11.39,1: i've be use youtube ever_since <digit> on my ipad;<br>2: i use youtube a lot for work;<br>3: it use to work very well;<br>,19
topic2,1.866025,desktop site; corrupt idiot; skip forward,0,11.41,1: best app ever but could you_guy please add a cinema_mode so we could be in the movie_theater when watch youtube video on your vr_headset;<br>2: can we get another button that add the video to my watch_later playlist;<br>3: not only do we have to watch an add before every video but now we have to watch an add in the middle_of a video;<br>,20
topic2,1.925535,comedy central; ipad mini; font size,0,11.43,1: why do youtube change the layout of this app every <digit> month right as we get use to the old one;<br>2: update nov 18th <digit> all these update make the app less convenient;<br>3: it would be most excellent of you to provide a <digit> or <digit> or 30_second back button;<br>,21
topic2,1.88505,home page; desktop site; description box,0,11.45,1: i go to watch a top <digit> list video and there be a add for a chinese game;<br>2: ever_since the last_update i haven't be able to watch video;<br>3: i've watch maybe <digit> different 3_minute video;<br>,22
topic2,1.84663,battery life; ipad pro; wont load,0,11.47,1: i just have one ask please allow_me to sort the watch_later playlist by show the most recently add item first or at_least make it load and scroll faster when it get more_than <digit> or so item;<br>2: i'm only sub to <digit> people and i still get unsubbed_from <digit> of them;<br>3: i get auto unsubscribed subscribe on random channel <digit>;<br>,23
topic2,2.208969,high speed; multiple account; nothing wrong,0,11.47.1,1: use to work so smooth but now from last few update it have problem with connection to internet even on high_speed;<br>2: use to work so smooth but now from last few update it have problem with connection to internet even on high_speed;<br>3: i forget to mention that this issue be only happen on everyone in my family iphones but i know it not the wifi because the wifi work smooth with everything_else;<br>,24
topic2,3.249669,past month; unlimited data; long time,0,11.49,1: i swear for the past_month i haven't even be able to use the youtube app because every_time i open it the whole thing freeze;<br>2: i have be use youtube for a long_time and i haven't have a problem until now;<br>3: i use it a lot to make different craft_project all the time;<br>,25
topic2,1.731355,multiple attempt; seek bar; user interface,0,12.03,1: for make the app 10x_more annoy to use for no_reason whatsoever;<br>2: google be overly innovative to the point where the new feature just make the app slower and harder to use;<br>3: it very annoy plz make it be an_option in the setting;<br>,26
topic2,2.427131,landscape orientation; pip support; ten second,0,12.04,1: i've switch over to protube because it have <digit> no ad <digit> speed control <digit> ipad pip_support <digit> iphone <digit> plus landscape_orientation but if youtube be to add these feature i'll_probably renew my subscription;<br>2: keep on add worthless feature that <digit> people ask for;<br>3: why would youtube make their update more horrible by make people accidentally_tap the screen <digit> time;<br>,27
topic2,2.512994,fresh perspective; landscape mode; wireless connection,0,12.05,1: i'm use a iphone_6 and never have this problem before the update;<br>2: i just get the latest_update on my iphone_7s with plenty_of space leave and glitching and buffer i use to read the review and not care until i get this update this be a good app just don't get the latest_version you will definitely regret it;<br>3: i have absolutely no problem use the app;<br>,28
topic2,2.182349,add ons; full screen mode; long time,0,12.06,1: so annoy and youtube need to fix this issue;<br>2: problem get fix with last_update;<br>3: right when this start to happen my pc break and i need o know_how to fix this issue;<br>,29
